user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan,sessions_per_active_day,total_minutes_used,activity_intensity,high_commercial_intent
USR-01366,2025-06-04,2025-07-04,30,47.0,Perú,male,mobile,social media,tier_3,standard,20,21,16.9,9,0,4,0,1,0,0.0,3,22,4.0,250.0,0,none,1.05,354.9,180,1
USR-01367,2025-09-07,2025-09-28,21,30.0,Colombia,female,desktop,referral,tier_1,standard,13,18,9.4,11,1,7,0,1,0,10.0,7,13,6.7,2230.0,0,none,1.3846153846153846,169.20000000000002,143,1
USR-01368,2025-04-14,2025-04-21,7,31.0,Perú,female,desktop,email campaign,tier_1,premium,4,8,14.1,11,2,4,1,1,0,20.0,3,0,8.9,1217.0,1,premium,2.0,112.8,44,1
USR-01369,2025-12-11,2025-12-25,14,29.0,Colombia,male,mobile,partner,tier_1,basic,6,6,19.0,3,1,3,1,1,0,25.0,1,0,7.1,2104.0,1,premium,1.0,114.0,18,0
USR-01370,2025-08-29,2025-09-05,7,42.0,Ecuador,female,mobile,organic search,tier_2,premium,4,5,18.9,5,1,5,0,0,0,10.0,4,8,7.1,1458.0,0,none,1.25,94.5,20,0
USR-01371,2025-02-15,2025-03-08,21,43.0,Ecuador,male,mobile,organic search,tier_2,premium,8,12,10.9,9,0,4,1,0,0,0.0,2,12,6.5,1663.0,0,none,1.5,130.8,72,0
USR-01372,2025-08-09,2025-08-23,14,48.0,México,male,mobile,social media,tier_1,standard,6,9,9.9,11,0,5,0,0,0,0.0,3,14,6.8,953.0,0,none,1.5,89.10000000000001,66,0
USR-01373,2025-06-11,2025-06-25,14,18.0,desconocido,male,desktop,paid ads,tier_1,standard,4,5,10.2,5,0,4,1,0,1,15.0,3,9,8.5,3045.0,0,none,1.25,51.0,20,0
USR-01374,2025-04-05,2025-04-26,21,31.0,México,female,desktop,referral,tier_1,basic,12,27,3.2,8,1,6,0,0,0,15.0,0,15,2.5,1211.0,0,none,2.25,86.4,96,0
USR-01375,2025-09-23,2025-10-07,14,27.0,Colombia,non_binary,mobile,paid ads,tier_1,premium,10,19,14.9,12,0,5,1,0,0,0.0,3,2,10.0,250.0,0,none,1.9,283.1,120,0
USR-01376,2025-11-25,2025-12-09,14,35.0,Perú,female,mobile,partner,tier_2,basic,8,12,14.1,9,1,6,0,0,0,5.0,5,15,5.6,550.0,0,none,1.5,169.2,72,0
USR-01377,2025-06-14,2025-06-28,14,23.0,Argentina,male,desktop,social media,tier_2,basic,12,28,17.0,13,0,6,1,0,1,0.0,3,10,7.0,876.0,0,none,2.3333333333333335,476.0,156,0
USR-01378,2025-10-27,2025-11-10,14,22.0,Colombia,female,mobile,paid ads,tier_3,standard,4,9,18.7,7,0,2,0,1,0,5.0,2,14,6.7,962.0,0,none,2.25,168.29999999999998,28,1
USR-01379,2025-01-11,2025-01-25,14,28.0,Colombia,female,desktop,social media,tier_1,basic,14,24,6.2,10,1,10,1,0,0,0.0,2,5,6.8,818.0,0,none,1.7142857142857142,148.8,140,0
USR-01380,2025-09-06,2025-10-06,30,36.0,Colombia,male,mobile,social media,tier_1,standard,12,19,10.8,15,1,1,0,1,0,5.0,3,23,6.1,1791.0,0,none,1.5833333333333333,205.20000000000002,180,1
USR-01381,2025-08-03,2025-08-17,14,24.0, PERÚ ,male,mobile,paid_ads,tier_1,basic,13,27,23.0,10,0,4,0,0,0,20.0,6,10,8.7,869.0,0,none,2.076923076923077,621.0,130,0
USR-01382,2025-10-23,2025-11-22,30,30.0,México,non_binary,mobile,referral,tier_1,basic,30,43,11.8,17,0,12,1,0,0,0.0,8,17,9.3,1744.0,1,standard,1.4333333333333333,507.40000000000003,510,0
USR-01383,2025-01-07,2025-01-21,14,19.0,Colombia,male,mobile,email campaign,tier_2,basic,14,28,11.7,11,2,9,0,0,0,20.0,3,12,4.9,1064.0,0,none,2.0,327.59999999999997,154,0
USR-01384,2025-12-09,2025-12-23,14,34.0,Ecuador,male,desktop,email campaign,tier_2,basic,8,10,22.3,9,0,7,1,0,0,15.0,3,15,6.4,254.0,0,none,1.25,223.0,72,0
USR-01385,2025-03-17,2025-04-07,21,33.0,Colombia,male,mobile,paid ads,tier_1,standard,14,25,15.0,9,0,5,0,0,1,20.0,4,16,9.8,566.0,0,none,1.7857142857142858,375.0,126,0
USR-01386,2025-07-05,2025-07-19,14,33.0,Ecuador,female,mobile,social media,tier_1,standard,7,15,13.9,10,0,5,1,1,1,10.0,3,19,7.3,1263.0,0,none,2.142857142857143,208.5,70,1
USR-01387,2025-08-08,2025-08-15,7,25.0,Colombia,male,desktop,referral,tier_1,standard,4,4,14.1,6,0,3,0,0,1,0.0,3,4,8.5,1286.0,0,none,1.0,56.4,24,0
USR-01388,2025-04-10,2025-04-24,14,25.0,Argentina,female,mobile,partner,tier_2,basic,3,5,15.7,10,0,2,0,1,0,10.0,3,0,4.8,1154.0,0,none,1.6666666666666667,78.5,30,1
USR-01389,2025-09-29,2025-10-06,7,37.0,México,male,mobile,email campaign,tier_1,basic,6,17,11.6,12,1,5,0,1,0,0.0,5,0,8.8,1858.0,1,basic,2.8333333333333335,197.2,72,1
USR-01390,2025-11-23,2025-11-30,7,49.0,México,male,mobile,referral,tier_2,premium,6,12,16.0,8,2,6,0,0,0,20.0,2,4,9.5,315.0,0,none,2.0,192.0,48,0
USR-01391,2025-11-26,2025-12-17,21,33.0,Argentina ,male,mobile,email_campaign,tier_2,basic,20,37,18.2,15,0,5,0,0,1,10.0,7,12,4.9,2118.0,0,none,1.85,673.4,300,0
USR-01393,2025-07-21,2025-08-04,14,42.0,Perú,prefer_not_to_say,mobile,referral,tier_3,standard,7,11,21.0,5,2,8,0,0,0,25.0,4,6,7.8,509.0,0,none,1.5714285714285714,231.0,35,0
USR-01394,2025-03-22,2025-04-05,14,35.0,México,female,mobile,organic search,tier_1,premium,8,15,29.9,13,1,2,0,0,0,10.0,2,14,8.8,2025.0,0,none,1.875,448.5,104,0
USR-01395,2025-11-13,2025-11-27,14,18.0,México,female,mobile,email campaign,tier_2,standard,7,17,16.6,10,1,5,1,0,0,10.0,4,15,7.1,1458.0,0,none,2.4285714285714284,282.20000000000005,70,0
USR-01396,2025-05-13,2025-06-03,21,23.0,Colombia,female,mobile,social media,tier_2,basic,4,5,11.8,1,1,5,0,0,0,15.0,7,16,6.0,2720.0,0,none,1.25,59.0,4,0
USR-01397,2025-01-24,2025-02-14,21,35.0,Argentina,prefer_not_to_say,desktop,organic search,tier_3,standard,16,33,13.0,17,4,5,0,0,0,15.0,6,10,3.1,1448.0,0,none,2.0625,429.0,272,0
USR-01398,2025-02-12,2025-02-26,14,29.0,Colombia,female,tablet,referral,tier_3,basic,8,16,11.3,9,0,7,1,1,0,0.0,3,10,8.1,1840.0,0,none,2.0,180.8,72,1
USR-01399,2025-01-21,2025-02-04,14,43.0,Chile,female,mobile,referral,tier_1,standard,10,25,15.2,10,0,8,1,1,0,25.0,3,12,3.8,1695.0,1,standard,2.5,380.0,100,1
USR-01400,2025-08-12,2025-09-02,21,34.0,Argentina,male,tablet,email campaign,tier_1,basic,14,31,16.2,16,1,5,0,1,0,0.0,5,20,5.8,648.0,0,none,2.2142857142857144,502.2,224,1
USR-01401,2025-01-10,2025-01-24,14,37.0,Colombia,male,mobile,email campaign,tier_1,basic,14,28,15.8,15,0,7,0,1,0,10.0,4,4,7.1,1458.0,0,none,2.0,442.40000000000003,210,1
USR-01402,2025-12-31,2026-01-14,14,22.0,Argentina,male,mobile,paid ads,tier_1,standard,13,17,19.9,14,2,4,0,0,0,25.0,4,6,4.0,2026.0,0,none,1.3076923076923077,338.29999999999995,182,0
USR-01403,2025-02-14,2025-02-28,14,48.0,colombia,male,desktop,Social Media,tier_3,basic,8,10,9.4,11,0,8,0,1,0,0.0,3,22,7.8,1869.0,0,none,1.25,94.0,88,1
USR-01404,2025-03-06,2025-03-13,7,27.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_1,basic,3,10,16.8,6,0,2,0,1,0,15.0,1,12,9.0,1664.0,0,none,3.3333333333333335,168.0,18,0
USR-01405,2025-08-26,2025-09-02,7,56.0,Colombia,female,desktop,paid ads,tier_1,basic,4,10,21.9,9,0,5,0,1,1,0.0,0,6,3.9,2107.0,0,none,2.5,219.0,36,0
USR-01406,2025-09-02,2025-09-09,7,30.0,Colombia,male,desktop,email campaign,tier_1,basic,3,3,9.4,8,1,8,0,1,0,15.0,4,11,9.7,1154.0,0,none,1.0,28.200000000000003,24,1
USR-01407,2025-12-31,2026-01-14,14,31.0,Colombia,male,desktop,social media,tier_1,premium,14,27,14.0,11,1,8,0,0,0,20.0,4,18,10.0,2355.0,0,none,1.9285714285714286,378.0,154,0
USR-01408,2025-12-15,2025-12-29,14,40.0,Colombia,male,mobile,referral,tier_1,standard,7,43,10.2,5,0,5,0,0,1,15.0,4,9,8.5,1260.0,0,none,6.142857142857143,438.59999999999997,35,0
USR-01409,2025-10-31,2025-11-14,14,39.0,Colombia,male,mobile,paid ads,tier_1,basic,13,22,11.9,7,0,10,0,0,0,20.0,4,15,10.0,2308.0,0,none,1.6923076923076923,261.8,91,0
USR-01410,2025-06-11,2025-07-02,21,35.0, MÉXICO,male,mobile,Referral,tier_1,premium,8,13,9.2,11,1,4,0,0,0,10.0,5,21,7.7,918.0,0,none,1.625,119.6,88,0
USR-01411,2025-03-29,2025-04-12,14,44.0,Perú,prefer_not_to_say,desktop,email campaign,tier_2,premium,11,22,13.2,12,1,5,0,1,1,15.0,3,0,8.0,1703.0,1,premium,2.0,290.4,132,1
USR-01412,2025-03-20,2025-04-03,14,43.0,Colombia,male,tablet,social media,tier_3,standard,5,7,12.5,7,0,7,0,0,0,0.0,3,2,5.9,335.0,0,none,1.4,87.5,35,0
USR-01413,2025-07-21,2025-08-04,14,41.0,México,female,desktop,email campaign,tier_2,standard,11,18,24.6,9,1,7,0,0,0,10.0,2,4,8.8,1726.0,1,premium,1.6363636363636365,442.8,99,0
USR-01415,2025-11-26,2025-12-17,21,27.0,Colombia,male,mobile,social media,tier_1,standard,13,18,23.9,10,1,4,0,0,0,10.0,2,19,7.1,1458.0,0,none,1.3846153846153846,430.2,130,0
USR-01416,2025-02-25,2025-03-04,7,28.0,Colombia,male,desktop,partner,tier_1,basic,5,7,17.9,13,0,5,0,0,0,0.0,3,0,7.1,250.0,0,none,1.4,125.29999999999998,65,0
USR-01417,2025-01-01,2025-01-15,14,18.0, PERÚ ,prefer_not_to_say,desktop,Email Campaign,tier_2,basic,5,11,7.3,13,0,3,0,0,1,0.0,2,9,8.5,2018.0,0,none,2.2,80.3,65,0
USR-01418,2025-02-25,2025-03-11,14,18.0,Colombia,prefer_not_to_say,mobile,referral,tier_1,basic,5,8,18.7,4,1,3,0,0,0,0.0,4,13,10.0,2190.0,0,none,1.6,149.6,20,0
USR-01419,2025-03-22,2025-04-12,21,32.0,Ecuador,male,mobile,email campaign,tier_1,standard,14,34,9.4,18,0,6,0,1,0,5.0,4,14,5.0,1526.0,1,standard,2.4285714285714284,319.6,252,1
USR-01420,2025-08-13,2025-09-12,30,18.0,Colombia,female,mobile,paid ads,tier_3,basic,23,40,14.8,16,0,9,0,1,0,15.0,8,13,6.2,2551.0,1,basic,1.7391304347826086,592.0,368,1
USR-01421,2025-11-11,2025-11-18,7,35.0,Chile,male,mobile,referral,tier_2,basic,3,8,12.2,10,1,8,0,0,1,25.0,3,3,8.5,1462.0,0,none,2.6666666666666665,97.6,30,0
USR-01422,2025-03-19,2025-04-09,21,33.0,Argentina,male,mobile,paid ads,tier_1,basic,11,21,4.7,10,0,4,1,1,0,5.0,4,14,7.8,575.0,0,none,1.9090909090909092,98.7,110,1
USR-01423,2025-03-31,2025-04-14,14,41.0,argentina,male,mobile,Partner,tier_3,premium,8,22,16.4,13,1,6,0,0,0,25.0,4,13,8.4,681.0,0,none,2.75,360.79999999999995,104,0
USR-01424,2025-06-24,2025-07-08,14,22.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_2,basic,12,23,10.6,16,0,5,0,1,0,0.0,6,6,7.9,1280.0,0,none,1.9166666666666667,243.79999999999998,192,1
USR-01426,2025-03-24,2025-03-31,7,34.0,Argentina,female,desktop,social media,tier_1,basic,3,4,12.9,9,0,5,1,1,0,20.0,0,7,6.6,533.0,0,none,1.3333333333333333,51.6,27,0
USR-01427,2025-05-20,2025-05-27,7,18.0,Ecuador,non_binary,desktop,email campaign,tier_1,basic,5,9,17.0,8,2,7,0,1,1,10.0,0,2,4.9,250.0,0,none,1.8,153.0,40,0
USR-01428,2025-09-15,2025-09-29,14,43.0,Colombia,female,desktop,partner,tier_1,premium,9,19,20.2,8,1,3,0,0,0,20.0,2,14,5.9,939.0,0,none,2.111111111111111,383.8,72,0
USR-01429,2025-07-08,2025-07-22,14,26.0,Colombia,female,desktop,partner,tier_1,standard,5,11,3.7,9,0,2,1,0,0,0.0,3,10,7.0,1073.0,0,none,2.2,40.7,45,0
USR-01430,2025-01-31,2025-03-02,30,32.0,Colombia,female,desktop,organic search,tier_3,standard,20,28,13.7,20,0,4,0,0,1,20.0,5,13,6.8,1460.0,1,standard,1.4,383.59999999999997,400,0
USR-01431,2025-06-07,2025-06-14,7,39.0,Colombia,male,desktop,social media,tier_1,premium,7,11,14.1,8,1,11,1,0,1,10.0,4,1,9.2,1358.0,0,none,1.5714285714285714,155.1,56,0
USR-01432,2025-03-20,2025-03-27,7,52.0,Colombia,male,desktop,social media,tier_2,premium,2,3,12.3,5,0,6,0,0,1,0.0,1,9,10.0,2291.0,0,none,1.5,36.900000000000006,10,0
USR-01433,2025-04-06,2025-04-27,21,28.0,Colombia,female,tablet,organic search,tier_1,standard,15,17,27.2,14,1,6,0,0,1,0.0,3,10,9.0,1346.0,0,none,1.1333333333333333,462.4,210,0
USR-01434,2025-01-31,2025-02-14,14,28.0,Colombia,prefer_not_to_say,mobile,social media,tier_1,standard,8,17,29.5,7,3,3,0,0,0,10.0,3,12,7.2,1454.0,1,premium,2.125,501.5,56,0
USR-01436,2025-06-23,2025-06-30,7,18.0,Colombia,female,mobile,organic search,tier_1,premium,3,6,17.3,13,0,2,0,0,0,0.0,1,7,4.8,2685.0,0,none,2.0,103.80000000000001,39,0
USR-01437,2025-07-29,2025-08-12,14,21.0,Perú,male,mobile,paid ads,tier_2,standard,12,21,14.4,13,1,10,0,0,0,0.0,7,11,7.8,1469.0,0,none,1.75,302.40000000000003,156,0
USR-01438,2025-03-27,2025-04-10,14,49.0, PERÚ ,male,mobile,organic_search,tier_1,premium,10,17,12.2,11,1,5,1,1,1,20.0,1,5,5.6,2039.0,1,standard,1.7,207.39999999999998,110,0
USR-01439,2025-12-02,2025-12-16,14,33.0,Argentina,male,mobile,social media,tier_2,basic,9,14,22.0,7,0,5,0,1,0,0.0,1,7,4.9,1602.0,0,none,1.5555555555555556,308.0,63,0
USR-01440,2025-04-08,2025-04-15,7,22.0,Colombia,female,desktop,partner,tier_1,standard,5,12,19.4,12,2,2,0,1,0,10.0,1,3,8.1,351.0,0,none,2.4,232.79999999999998,60,0
USR-01441,2025-06-16,2025-07-07,21,32.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_1,basic,17,26,22.3,12,4,11,0,1,0,10.0,8,12,7.7,1393.0,1,standard,1.5294117647058822,579.8000000000001,204,1
USR-01442,2025-08-31,2025-09-21,21,26.0,Ecuador,female,tablet,organic search,tier_3,basic,17,27,15.8,9,0,7,0,0,0,0.0,0,12,6.3,1131.0,0,none,1.588235294117647,426.6,153,0
USR-01443,2025-11-29,2025-12-13,14,29.0,Perú,male,mobile,email campaign,tier_2,basic,7,14,15.0,8,1,6,1,1,0,20.0,4,17,3.9,2250.0,1,standard,2.0,210.0,56,1
USR-01445,2025-03-06,2025-03-20,14,32.0,Ecuador,prefer_not_to_say,desktop,email campaign,tier_1,premium,7,13,12.2,15,0,5,0,0,0,20.0,5,15,5.4,2211.0,0,none,1.8571428571428572,158.6,105,0
USR-01446,2025-09-04,2025-09-18,14,24.0,Ecuador,prefer_not_to_say,desktop,referral,tier_1,basic,9,11,12.8,17,1,7,0,1,0,10.0,4,13,5.9,955.0,0,none,1.2222222222222223,140.8,153,1
USR-01447,2025-07-19,2025-07-26,7,23.0,Colombia,female,tablet,social media,tier_3,standard,4,9,19.8,9,1,6,0,1,0,20.0,1,9,6.8,2608.0,1,premium,2.25,178.20000000000002,36,0
USR-01448,2025-08-30,2025-09-06,7,42.0,Argentina,male,tablet,paid ads,tier_2,basic,3,9,7.1,9,1,4,0,0,0,20.0,2,6,5.7,2410.0,0,none,3.0,63.9,27,0
USR-01449,2025-12-13,2026-01-12,30,35.0,Colombia,female,tablet,paid ads,tier_3,standard,8,11,19.7,9,2,5,1,1,0,0.0,3,29,8.4,1290.0,0,none,1.375,216.7,72,1
USR-01450,2025-05-07,2025-05-14,7,36.0,México,female,desktop,email campaign,tier_1,basic,4,5,19.3,9,1,5,0,1,0,10.0,3,3,7.2,1649.0,0,none,1.25,96.5,36,1
USR-01451,2025-02-17,2025-02-24,7,18.0,México,male,desktop,paid ads,tier_1,standard,7,22,4.1,16,0,3,0,1,0,25.0,3,3,5.3,2018.0,0,none,3.142857142857143,90.19999999999999,112,1
USR-01452,2025-10-13,2025-10-20,7,30.0,Ecuador,female,mobile,paid ads,tier_3,premium,5,11,17.2,9,0,6,1,0,0,10.0,2,4,7.0,940.0,0,none,2.2,189.2,45,0
USR-01453,2025-07-28,2025-08-04,7,32.0,Perú,male,desktop,social media,tier_2,basic,1,1,21.9,6,1,1,1,1,0,25.0,0,0,7.1,1458.0,0,none,1.0,21.9,6,0
USR-01454,2025-02-15,2025-03-17,30,37.0,Perú,male,desktop,paid ads,tier_3,premium,23,36,18.5,17,1,4,0,0,0,5.0,8,13,6.6,1548.0,0,none,1.565217391304348,666.0,391,0
USR-01455,2025-11-25,2025-12-09,14,44.0,Perú,female,desktop,paid ads,tier_2,basic,5,5,20.6,3,0,7,0,1,0,5.0,1,12,8.0,2120.0,0,none,1.0,103.0,15,0
USR-01456,2025-03-24,2025-04-07,14,18.0,Argentina,male,tablet,organic search,tier_1,basic,10,15,17.2,14,0,9,0,0,0,10.0,1,1,6.4,2469.0,0,none,1.5,258.0,140,0
USR-01457,2025-12-16,2025-12-30,14,29.0,Perú,male,mobile,email campaign,tier_2,premium,14,22,10.8,6,0,4,1,0,1,10.0,1,3,7.1,1458.0,1,premium,1.5714285714285714,237.60000000000002,84,0
USR-01458,2025-03-29,2025-04-05,7,18.0,Colombia,prefer_not_to_say,desktop,social_media,tier_2,standard,4,7,16.7,7,2,3,0,1,0,15.0,6,0,6.2,1495.0,1,standard,1.75,116.89999999999999,28,1
USR-01459,2025-09-27,2025-10-18,21,41.0,Chile,male,tablet,referral,tier_1,basic,12,25,8.5,13,0,11,0,1,0,20.0,3,15,9.4,1552.0,1,standard,2.0833333333333335,212.5,156,1
USR-01460,2025-10-08,2025-10-15,7,33.0,México,male,tablet,email campaign,tier_2,standard,5,10,19.4,7,0,4,0,1,0,10.0,3,8,6.5,1030.0,0,none,2.0,194.0,35,1
USR-01461,2025-12-02,2025-12-23,21,41.0,Colombia,male,tablet,organic search,tier_3,standard,11,18,14.6,14,0,7,0,1,1,0.0,6,12,7.4,2108.0,1,premium,1.6363636363636365,262.8,154,1
USR-01462,2025-06-29,2025-07-29,30,42.0,Colombia,female,tablet,paid ads,tier_1,standard,21,42,14.1,13,1,8,0,1,1,0.0,8,17,8.1,250.0,0,none,2.0,592.1999999999999,273,1
USR-01463,2025-08-26,2025-09-09,14,24.0,Argentina,female,mobile,email campaign,tier_2,standard,11,18,18.0,6,2,6,0,0,1,20.0,2,10,5.9,1598.0,0,none,1.6363636363636365,324.0,66,0
USR-01464,2025-04-21,2025-05-05,14,34.0,Argentina,male,desktop,paid ads,tier_2,premium,10,11,7.8,10,0,3,0,1,0,20.0,5,4,7.7,1050.0,1,basic,1.1,85.8,100,1
USR-01465,2025-04-08,2025-04-22,14,19.0,Chile,female,desktop,paid ads,tier_2,basic,7,11,12.9,9,5,7,0,1,0,15.0,2,11,7.1,1221.0,1,standard,1.5714285714285714,141.9,63,1
USR-01466,2025-04-26,2025-05-10,14,25.0,Argentina,female,desktop,email campaign,tier_3,basic,6,15,15.6,12,0,6,1,1,0,20.0,6,14,7.1,1458.0,0,none,2.5,234.0,72,1
USR-01467,2025-10-13,2025-10-20,7,38.0,Chile,female,desktop,email campaign,tier_2,standard,4,6,15.5,10,0,2,0,0,0,0.0,2,8,8.0,807.0,1,standard,1.5,93.0,40,0
USR-01468,2025-04-23,2025-05-23,30,26.0,Ecuador,male,mobile,paid ads,tier_2,basic,30,43,14.1,11,0,9,0,0,0,0.0,15,13,6.0,1433.0,1,premium,1.4333333333333333,606.3,330,0
USR-01469,2025-09-24,2025-10-08,14,27.0,Argentina,female,desktop,paid ads,tier_2,premium,13,26,18.4,18,1,6,0,0,1,0.0,2,10,8.8,1430.0,1,standard,2.0,478.4,234,0
USR-01470,2025-12-19,2026-01-02,14,23.0,Perú,prefer_not_to_say,mobile,referral,tier_3,basic,12,19,14.9,10,0,8,0,0,0,10.0,5,8,9.4,2083.0,1,standard,1.5833333333333333,283.1,120,0
USR-01471,2025-12-08,2025-12-22,14,33.0,Colombia,male,mobile,organic search,tier_2,standard,9,12,6.2,17,0,2,1,1,0,10.0,2,16,3.0,2239.0,0,none,1.3333333333333333,74.4,153,1
USR-01472,2025-05-31,2025-06-21,21,23.0, MÉXICO,non_binary,desktop,social_media,tier_2,premium,18,24,4.7,11,1,7,0,1,0,15.0,4,14,3.8,250.0,1,premium,1.3333333333333333,112.80000000000001,198,1
USR-01473,2025-01-05,2025-01-19,14,32.0,Argentina,prefer_not_to_say,mobile,paid ads,tier_3,basic,5,10,22.4,11,1,4,0,0,0,25.0,9,11,5.8,250.0,0,none,2.0,224.0,55,0
USR-01474,2025-12-15,2026-01-14,30,41.0,Colombia,male,desktop,partner,tier_1,basic,17,25,24.9,15,2,5,0,0,0,15.0,5,22,6.5,2240.0,0,none,1.4705882352941178,622.5,255,0
USR-01475,2025-11-18,2025-12-09,21,42.0,México,male,mobile,paid ads,tier_3,standard,5,7,13.3,7,2,4,1,1,1,10.0,1,22,8.8,1232.0,1,standard,1.4,93.10000000000001,35,0
USR-01476,2025-11-22,2025-12-06,14,45.0,Ecuador,male,mobile,social media,tier_1,standard,7,11,14.1,10,0,4,0,1,1,25.0,4,6,4.9,2016.0,0,none,1.5714285714285714,155.1,70,1
USR-01477,2025-11-08,2025-11-15,7,31.0, COLOMBIA ,female,desktop,Social Media,tier_1,premium,1,2,9.2,12,1,10,0,1,1,15.0,2,11,6.0,2195.0,0,none,2.0,18.4,12,1
USR-01478,2025-03-24,2025-04-07,14,18.0,Colombia,male,desktop,social media,tier_3,standard,7,6,14.1,7,3,6,0,0,1,15.0,4,12,7.2,958.0,0,none,0.8571428571428571,84.6,49,0
USR-01479,2025-07-08,2025-07-22,14,18.0,Ecuador,male,tablet,organic search,tier_2,standard,4,8,9.4,4,0,4,0,0,0,10.0,4,11,5.2,976.0,0,none,2.0,75.2,16,0
USR-01480,2025-08-11,2025-08-18,7,35.0,Ecuador,male,tablet,organic search,tier_2,basic,2,3,4.6,8,0,7,0,0,0,10.0,4,3,5.6,1743.0,0,none,1.5,13.799999999999999,16,0
USR-01481,2025-10-18,2025-11-08,21,33.0,Chile,male,mobile,organic search,tier_3,standard,15,25,17.1,11,2,8,0,0,0,15.0,5,10,7.4,1034.0,1,standard,1.6666666666666667,427.50000000000006,165,0
USR-01482,2025-01-22,2025-01-29,7,33.0,Perú,male,desktop,organic search,tier_1,standard,3,6,17.9,13,0,7,0,0,1,0.0,2,5,6.3,1414.0,1,premium,2.0,107.39999999999999,39,0
USR-01483,2025-11-02,2025-11-16,14,33.0,Perú,male,tablet,paid ads,tier_1,basic,5,9,14.0,7,0,4,0,0,1,0.0,2,12,10.0,1360.0,1,standard,1.8,126.0,35,0
USR-01484,2025-01-22,2025-02-21,30,40.0,Chile,female,desktop,referral,tier_1,basic,20,35,19.5,10,2,8,0,0,0,10.0,7,18,7.4,827.0,0,none,1.75,682.5,200,0
USR-01485,2025-02-01,2025-02-08,7,39.0,Colombia,male,desktop,referral,tier_1,premium,4,8,20.1,9,0,9,1,1,0,0.0,3,0,5.3,2310.0,0,none,2.0,160.8,36,1
USR-01486,2025-04-26,2025-05-26,30,25.0,Colombia,female,tablet,Referral,tier_1,basic,26,43,10.3,17,0,7,0,1,1,10.0,8,18,10.0,2350.0,1,premium,1.6538461538461537,442.90000000000003,442,1
USR-01487,2025-02-25,2025-03-18,21,51.0,Ecuador,female,mobile,social media,tier_1,basic,16,30,15.7,14,3,8,0,0,0,20.0,6,8,9.4,1256.0,1,standard,1.875,471.0,224,0
USR-01488,2025-08-10,2025-08-31,21,29.0,Perú,female,desktop,social media,tier_3,basic,8,11,25.7,9,0,4,0,0,1,0.0,1,13,10.0,455.0,0,none,1.375,282.7,72,0
USR-01489,2025-05-31,2025-06-14,14,41.0,Colombia,male,mobile,partner,tier_3,basic,11,16,6.8,12,0,2,0,0,0,0.0,6,15,7.0,1320.0,1,basic,1.4545454545454546,108.8,132,0
USR-01490,2025-09-18,2025-10-18,30,24.0,México,prefer_not_to_say,tablet,referral,tier_2,premium,16,29,26.7,9,2,5,0,0,0,20.0,1,18,10.0,531.0,1,standard,1.8125,774.3,144,0
USR-01491,2025-08-01,2025-08-15,14,39.0,Colombia,female,mobile,organic search,tier_2,basic,9,24,6.8,13,2,4,0,1,0,20.0,2,9,7.8,1295.0,0,none,2.6666666666666665,163.2,117,1
USR-01492,2025-03-06,2025-04-05,30,39.0,Colombia,prefer_not_to_say,mobile,paid ads,tier_3,premium,16,31,20.0,13,0,6,0,0,0,15.0,4,26,4.7,1328.0,0,none,1.9375,620.0,208,0
USR-01493,2025-04-11,2025-04-25,14,39.0,Argentina,female,mobile,referral,tier_2,standard,9,17,10.8,14,1,7,1,1,0,10.0,0,1,8.3,1756.0,0,none,1.8888888888888888,183.60000000000002,126,0
USR-01494,2025-11-09,2025-12-09,30,40.0,Colombia,male,mobile,organic search,tier_1,basic,23,39,21.9,17,1,10,0,1,0,5.0,7,19,7.1,1458.0,1,standard,1.6956521739130435,854.0999999999999,391,1
USR-01495,2025-09-15,2025-10-15,30,40.0,Colombia,male,mobile,organic search,tier_2,basic,20,43,14.9,11,0,10,0,1,0,15.0,3,11,6.4,1325.0,1,premium,2.15,640.7,220,1
USR-01496,2025-03-16,2025-04-15,30,29.0,Chile,female,mobile,organic search,tier_3,standard,10,15,19.6,5,1,4,0,0,0,10.0,3,24,7.0,996.0,0,none,1.5,294.0,50,0
USR-01497,2025-09-14,2025-10-14,30,33.0,Perú,female,desktop,referral,tier_1,basic,20,35,17.8,15,1,3,0,0,0,0.0,8,17,7.9,2523.0,1,premium,1.75,623.0,300,0
USR-01498,2025-10-11,2025-11-10,30,48.0,Ecuador,female,desktop,Referral,tier_1,standard,19,36,19.3,9,0,9,0,1,0,0.0,6,19,4.4,1242.0,0,none,1.894736842105263,694.8000000000001,171,1
USR-01499,2025-12-29,2026-01-12,14,31.0,Ecuador,female,desktop,social media,tier_1,basic,6,13,10.9,7,1,5,0,0,0,0.0,2,9,7.1,250.0,0,none,2.1666666666666665,141.70000000000002,42,0
